sessionId;userId;timeframe;eventdate;ordernumber;itemId
86797;35883;254852;2016-03-02;3572;38548
86801;NA;273840;2016-05-11;17390;62241
86805;NA;3043938;2016-03-27;7285;28957
86806;NA;481747;2016-03-29;7670;31013
86832;35898;455178688;2016-03-01;3469;42640
86853;NA;3241564;2016-04-20;13032;80209
86883;NA;433453;2016-04-28;14777;181526
86930;NA;700405;2016-05-01;15297;58152
86959;35946;19189883;2016-02-07;731;13190
86976;NA;1395081;2016-04-14;11527;52516
86976;NA;1395081;2016-04-14;11527;169324
87000;NA;425861;2016-05-08;16677;54992
87000;NA;425861;2016-05-08;16677;9540
87000;NA;425861;2016-05-08;16677;18902
87016;35965;1368975;2016-02-12;1568;129171
87016;35965;1368975;2016-02-12;1568;70003
87058;35984;691703;2016-05-24;20293;9437
87058;35984;691703;2016-05-24;20293;2389
87058;35984;691703;2016-05-24;20293;77232
87066;35988;163854;2016-03-02;3525;131133
87068;NA;12109495;2016-05-27;21268;378907
87115;36016;78748453;2016-03-16;5333;3751
87126;36020;938871;2016-02-16;2016;2468
87129;NA;216296;2016-05-06;16283;9989
87151;NA;509443;2016-04-18;12524;58293
87221;36054;1430607;2016-05-28;21464;20146
87246;NA;997384;2016-04-07;9698;8936
87248;NA;407055;2016-05-21;19663;30242
87265;171133;2429192;2016-02-20;2390;91467
87265;171133;2429192;2016-02-20;2390;13751
87265;171133;2429192;2016-02-20;2390;162509
87281;NA;846050;2016-04-03;8623;32838
87281;NA;846050;2016-04-03;8623;379826
87289;NA;3017541;2016-04-14;11518;393442
87426;NA;510652;2016-05-27;21293;86426
87456;NA;1720234;2016-05-06;16356;89736
87465;NA;593360;2016-04-15;11827;31740
87491;NA;269722363;2016-04-20;13302;387
87491;NA;1173568839;2016-05-01;13302;387
87491;NA;178856270;2016-04-19;12966;103987
87491;NA;178856270;2016-04-19;12966;12192
87491;NA;269722363;2016-04-20;13302;46968
87491;NA;1173568839;2016-05-01;13302;46968
87491;NA;178856270;2016-04-19;12966;57777
87498;NA;1242212;2016-05-25;20813;3352
87500;NA;1358161;2016-05-14;18297;48744
87500;NA;1358161;2016-05-14;18297;8286
87518;NA;751027;2016-05-10;17002;181507
87518;NA;1145950;2016-05-10;17005;68902
87528;36146;655927;2016-04-29;14931;30281
87528;36146;655927;2016-04-29;14931;695
87528;36146;655927;2016-04-29;14931;62853
87528;36146;655927;2016-04-29;14931;169477
87528;36146;655927;2016-04-29;14931;380150
87542;NA;495059;2016-05-27;21162;6431
87561;88173;55431030;2016-02-26;3064;74945
87564;NA;1771607;2016-04-07;9646;112872
87566;NA;778561855;2016-05-03;15555;376840
87566;NA;778561855;2016-05-03;15555;200413
87566;NA;778561855;2016-05-03;15555;376384
87571;NA;1647460;2016-04-27;14325;157565
87571;NA;1647460;2016-04-27;14325;378601
87582;36161;573739;2016-02-12;1595;50254
87585;NA;3083966;2016-04-03;8723;241477
87585;NA;3083966;2016-04-03;8723;42615
87585;NA;3083966;2016-04-03;8723;58539
87674;36190;1897746;2016-02-16;2046;9476
87733;17997;2781681;2016-02-18;2265;28856
87733;17997;2781681;2016-02-18;2265;178548
87777;NA;8116845;2016-04-07;9764;126121
87777;NA;1068520;2016-04-07;9732;47289
87800;36236;1449220;2016-03-15;5205;58929
87885;NA;7305208;2016-05-22;19904;204937
87885;NA;8248941;2016-05-22;19923;204937
87915;994;45500803;2016-05-23;20013;33385
87915;994;259445153;2016-05-25;20796;7336
87925;36287;338464324;2016-02-06;633;77571
87925;36287;338464324;2016-02-06;633;7481
87925;36287;338464324;2016-02-06;633;35785
88014;NA;3541330226;2016-04-03;8589;264647
88014;NA;3541330226;2016-04-03;8589;139692
88082;36348;1690629;2016-02-19;2304;6828
88086;NA;2757720;2016-05-19;19414;144965
88086;NA;2757720;2016-05-19;19414;267342
88086;NA;2757720;2016-05-19;19414;16663
88093;NA;5979287;2016-05-13;17951;30166
88093;NA;5979287;2016-05-13;17951;278380
88093;NA;5979287;2016-05-13;17951;351947
88093;NA;5979287;2016-05-13;17951;43999
88172;NA;2231298;2016-05-11;17374;383829
88203;25362;4956981;2016-03-02;3604;7210
88225;NA;5265776;2016-03-24;6798;130100
88225;NA;5265776;2016-03-24;6798;65442
88225;NA;5265776;2016-03-24;6798;12371
88238;NA;1593636;2016-04-13;11188;173242
88287;NA;2694055;2016-04-20;13243;36872
88287;NA;2694055;2016-04-20;13243;17001
88287;NA;2694055;2016-04-20;13243;34830
88326;NA;339645;2016-06-01;22408;23940
88350;NA;427462245;2016-04-30;15181;84289
88360;36449;776297617;2016-02-24;2765;188667
88360;36449;776297617;2016-02-24;2765;83149
88360;36449;776297617;2016-02-24;2765;41513
88396;NA;752290;2016-03-24;6865;69092
88398;NA;1369322;2016-05-05;16126;376863
88412;NA;23573441;2016-04-10;10439;36699
88432;NA;1541767;2016-05-10;17175;28821
88432;NA;1541767;2016-05-10;17175;47800
88443;NA;583598;2016-04-08;9945;8758
88460;36483;13928485;2016-02-19;2314;25975
88478;36492;2770746;2016-02-22;2618;9315
88478;36492;2770746;2016-02-22;2618;154670
88478;36492;2770746;2016-02-22;2618;64641
88520;NA;24247654;2016-04-28;14756;380582
88564;NA;5089422;2016-06-01;22378;58117
88631;NA;821311;2016-03-29;7817;21184
88671;NA;2503425;2016-04-15;11700;47915
88721;176120;13175770;2016-03-16;5451;7989
88726;222849;126432432;2016-03-24;6757;25540
88727;NA;175079409;2016-04-20;13196;7856
88761;NA;890637;2016-04-18;12500;73838
88761;NA;890637;2016-04-18;12500;48772
88825;NA;1045867679;2016-05-28;21514;15986
88825;NA;1045867679;2016-05-28;21514;70168
88825;NA;1045867679;2016-05-28;21514;384718
88825;NA;1045867679;2016-05-28;21514;79141
88825;NA;1045867679;2016-05-28;21514;248859
88828;36641;2702703;2016-03-14;4963;23353
88828;36641;2702703;2016-03-14;4963;58138
88842;NA;1652357;2016-05-30;21871;69369
88849;36650;295882565;2016-03-01;3492;135102
88849;36650;533014277;2016-03-04;3492;135102
88885;NA;772107046;2016-05-03;15677;378262
88919;80386;265013337;2016-03-14;4940;1705
88926;NA;1024860;2016-04-26;14049;4910
88947;36686;2130421;2016-02-21;2507;127168
88960;36692;841394;2016-03-24;6851;145690
89061;36732;10327878;2016-02-26;2991;7311
89061;36732;10327878;2016-02-26;2991;34818
89078;NA;1109406;2016-06-01;22425;10747
89105;66627;1028410;2016-03-14;4922;36473
89169;36777;40047667;2016-03-08;4135;3403
89172;36778;13666770;2016-03-11;4426;39021
89172;36778;562764;2016-03-11;4402;31372
89172;36778;562764;2016-03-11;4402;6208
89200;NA;6726176;2016-05-29;21561;175992
89246;NA;2883748;2016-05-05;16206;23554
89247;NA;242229114;2016-05-05;16123;13972
89271;NA;1809195;2016-03-22;6286;181697
89274;NA;2893106;2016-04-10;10357;186488
89318;NA;2702219;2016-05-02;15395;164331
89341;NA;9858201;2016-04-26;14073;34252
89341;NA;9858201;2016-04-26;14073;21184
89380;NA;466794;2016-05-15;18544;388373
89524;NA;2642047;2016-05-24;20529;8924
89524;NA;2642047;2016-05-24;20529;3237
89536;NA;928477108;2016-05-27;21227;69335
89553;NA;613697;2016-04-20;13029;21901
89565;19470;641795;2016-05-17;18884;81075
89565;19470;641795;2016-05-17;18884;380620
89576;NA;668954;2016-04-27;14479;68315
89589;NA;2258047;2016-04-19;12801;376975
89668;36967;3615922;2016-02-24;2825;63633
89668;36967;4268817;2016-02-24;2830;28301
89672;NA;589546;2016-03-23;6736;14113
89673;NA;1647774970;2016-06-11;22734;5522
89673;NA;1871269787;2016-06-14;22755;7024
89720;36985;869219;2016-05-30;22010;5521
89759;NA;1352899;2016-04-05;9263;7039
89778;NA;596132;2016-04-20;13081;80334
89791;NA;181011148;2016-05-30;22049;36938
89810;37018;120684012;2016-02-06;676;36491
89844;37033;67587767;2016-05-17;18739;118620
89844;37033;13150305;2016-05-16;18739;118620
89844;37033;67587767;2016-05-17;18739;116043
89844;37033;13150305;2016-05-16;18739;116043
89925;NA;1653040;2016-04-20;13153;163982
89925;NA;1653040;2016-04-20;13153;69031
89949;NA;172927225;2016-04-20;13140;23656
89953;NA;146999347;2016-04-19;12774;142266
89956;NA;1776259;2016-05-27;21190;126390
89957;28836;2137744;2016-04-03;8729;23466
89961;NA;440843;2016-04-12;10924;2843
90009;37094;583306;2016-03-16;5386;68877
90040;NA;2862391;2016-05-06;16329;13831
90040;NA;2862391;2016-05-06;16329;8545
90040;NA;2862391;2016-05-06;16329;7737
90040;NA;2862391;2016-05-06;16329;9448
90040;NA;2862391;2016-05-06;16329;2873
90093;37132;528029;2016-02-22;2594;126604
90105;NA;4610299;2016-04-03;8640;37311
90110;4877;1574395;2016-03-30;7908;138374
90125;NA;588328;2016-04-25;13906;124645
90127;37144;100601507;2016-03-10;4281;30993
90136;37146;45100405;2016-02-28;3167;38207
90136;37146;45100405;2016-02-28;3167;70793
90173;NA;846969;2016-05-29;21649;383655
90178;29950;183052395;2016-04-20;13305;32464
90210;172693;968542;2016-05-10;17052;49329
90213;37168;8073197;2016-02-24;2823;7856
90213;37168;8073197;2016-02-24;2823;48978
90213;37168;8073197;2016-02-24;2823;75955
90225;NA;2513655016;2016-06-10;22728;34723
90225;NA;2513655016;2016-06-10;22728;4718
90225;NA;2513655016;2016-06-10;22728;171679
90225;NA;2513655016;2016-06-10;22728;391381
90307;NA;34097361;2016-04-26;14146;32327
90307;NA;93149340;2016-04-27;14332;5061
90313;NA;3941001;2016-04-18;12665;15964
90318;37211;1692993;2016-02-05;502;5583
90323;56586;5793727;2016-04-12;10790;4456
90343;37219;780962;2016-03-07;4042;76408
90377;37233;60130415;2016-02-03;238;31520
90385;NA;100088265;2016-04-15;11796;24566
90443;37262;9524959;2016-03-14;4883;12742
90466;37272;9168415;2016-02-13;1627;47282
90490;37284;6478053;2016-02-13;1708;186391
90498;NA;4527209;2016-03-31;8170;176018
90502;NA;5971387;2016-03-26;7143;36968
90502;NA;5971387;2016-03-26;7143;173811
90536;18486;6698056;2016-05-09;16963;32078
90536;18486;6698056;2016-05-09;16963;30409
90536;18486;6698056;2016-05-09;16963;2142
90536;18486;6698056;2016-05-09;16963;206507
90570;NA;13300493;2016-05-16;18713;9004
90659;37348;1516322;2016-05-09;16834;76769
90660;NA;5763468;2016-05-23;20262;9631
90660;NA;5763468;2016-05-23;20262;47541
90675;37354;3044302;2016-05-25;20581;24928
90699;37370;1238275;2016-02-27;3142;105612
90699;37370;1238275;2016-02-27;3142;31978
90699;37370;1238275;2016-02-27;3142;32802
90715;NA;87264808;2016-05-19;19389;51257
90725;NA;507340;2016-03-30;8001;14875
90750;NA;683729;2016-04-16;12005;178388
90756;NA;4031493;2016-03-22;6300;5572
90797;NA;2014568;2016-03-20;6021;38563
90797;NA;2014568;2016-03-20;6021;32060
90797;NA;2014568;2016-03-20;6021;36071
90838;NA;211628021;2016-04-04;8865;481
90838;NA;1835208;2016-04-02;8394;481
90838;NA;2005938;2016-04-02;8395;481
90843;37435;400585488;2016-04-10;10314;154146
90853;NA;89085092;2016-05-11;17522;53088
90853;NA;62715869;2016-05-11;17373;13429
90858;NA;3045182;2016-06-01;22489;30420
90964;37477;2017227;2016-05-06;16401;23161
90964;37477;2017227;2016-05-06;16401;131151
90964;37477;2017227;2016-05-06;16401;14204
90964;37477;2017227;2016-05-06;16401;25654
90986;NA;5266081;2016-03-24;6895;18777
90986;NA;5266081;2016-03-24;6895;9582
90986;NA;5266081;2016-03-24;6895;25680
90992;37493;481121;2016-02-15;1947;54979
91005;NA;65107461;2016-04-08;9845;95228
91005;NA;65107461;2016-04-08;9845;274403
91005;NA;65107461;2016-04-08;9845;17391
91019;37503;156964;2016-03-01;3404;30181
91024;NA;2399821;2016-04-10;10269;7299
91039;NA;9468474;2016-05-06;16374;8028
91039;NA;9468474;2016-05-06;16374;134888
91039;NA;9468474;2016-05-06;16374;12923
91039;NA;9468474;2016-05-06;16374;126181
91084;37534;233165784;2016-04-26;13490;2798
91084;37534;47150979;2016-04-24;13490;2798
91084;37534;233165784;2016-04-26;13490;11093
91084;37534;47150979;2016-04-24;13490;11093
91084;37534;233165784;2016-04-26;13490;69036
91084;37534;47150979;2016-04-24;13490;69036
91093;37535;10500015;2016-03-15;5125;13831
91093;37535;6411264;2016-03-15;5111;34818
91111;25406;39543834;2016-04-17;12315;40702
91111;25406;39543834;2016-04-17;12315;85901
91205;NA;4440676;2016-05-16;18661;25525
91236;NA;6800294856;2016-06-10;22719;164627
91272;37605;11808512;2016-02-17;2152;110282
91292;18350;7007917;2016-05-31;22187;5016
91370;37646;9300452;2016-03-12;4638;14824
91409;37658;1051796;2016-02-12;1581;32644
91477;NA;4514358;2016-05-14;18165;8047
91497;NA;1348022;2016-05-31;22303;136343
91501;37693;3900801877;2016-03-14;5027;8299
91518;37697;337310;2016-03-16;5313;216
91518;37697;337310;2016-03-16;5313;8523
91522;NA;1980334;2016-04-28;14600;202
91539;37703;264647;2016-04-11;10678;2809
91599;NA;1313060;2016-05-16;18697;6460
91612;NA;596505;2016-05-11;17318;210789
91645;NA;103166;2016-05-17;18960;18351
91789;NA;1154323;2016-05-30;22017;10296
91813;NA;2869065930;2016-06-16;22777;61709
91828;NA;90034037;2016-03-22;6353;1316
91828;NA;90034037;2016-03-22;6353;83423
91828;NA;90034037;2016-03-22;6353;163600
91828;NA;90034037;2016-03-22;6353;102942
91885;NA;1039114;2016-03-22;6295;128015
91978;NA;1073750;2016-05-13;17859;111442
91980;NA;2839353;2016-04-28;14802;7573
91980;NA;2839353;2016-04-28;14802;176017
91990;NA;1301706;2016-05-27;21309;78139
91996;NA;5259749;2016-05-21;19655;14784
91996;NA;5259749;2016-05-21;19655;169683
92004;NA;84886334;2016-05-11;17493;338689
92009;NA;1145788;2016-05-22;19783;75705
92024;37882;588150;2016-04-11;10625;221106
92044;NA;1322115;2016-05-30;21982;875
92075;NA;3458535;2016-04-30;15163;293
92075;NA;3458535;2016-04-30;15163;48873
92075;NA;3458535;2016-04-30;15163;38495
92101;37919;1989232;2016-02-28;3166;3617
92101;37919;1989232;2016-02-28;3166;58126
92125;NA;8592030;2016-04-11;10738;229595
92178;NA;4044569;2016-05-08;16680;322319
92192;37949;85800135;2016-04-26;14123;14758
92199;41207;187367503;2016-04-26;14228;74332
92211;NA;1708099;2016-05-26;20892;60612
92240;18761;1357140;2016-04-28;14596;83535
92294;37982;2178644;2016-03-10;4315;32255
92297;NA;789496;2016-05-16;18689;178799
92304;NA;50631724;2016-04-10;10106;5155
92309;37989;3961439;2016-03-11;4461;4230
92342;NA;774170;2016-03-17;5599;2544
92342;NA;774170;2016-03-17;5599;134485
92372;NA;2134519;2016-05-17;19089;61003
92415;NA;1224784;2016-04-08;9992;33744
92421;NA;175277788;2016-05-18;19356;13210
92425;38028;5483783;2016-03-01;3429;79213
92481;NA;1523302;2016-03-31;8118;172764
92498;NA;26999034;2016-05-29;21664;34804
92506;44919;2013257190;2016-01-27;100;12147
92506;44919;1662551049;2016-01-23;76;19783
92513;NA;1573160;2016-03-25;6989;25264
92550;NA;1864756;2016-03-29;7693;157299
92572;38073;3352178;2016-02-08;848;161179
92635;NA;1933147905;2016-04-27;14273;376199
92683;166288;82587192;2016-04-16;11912;375088
92688;119355;93608487;2016-05-01;15318;128392
92691;NA;2997368;2016-04-17;12342;90657
92692;38106;2217346;2016-03-03;3730;58553
92717;NA;84489146;2016-03-30;7854;59775
92743;38128;1860708;2016-02-07;707;55316
92867;NA;2976704316;2016-05-21;19645;9100
92877;38178;3020583;2016-03-08;4119;72179
92877;38178;3020583;2016-03-08;4119;62398
92891;NA;5674981;2016-05-30;22056;27253
92891;NA;5674981;2016-05-30;22056;36321
92891;NA;5674981;2016-05-30;22056;378237
92970;125196;8668142;2016-04-10;10354;5569
93021;38231;3009703;2016-02-11;1490;35545
93026;38232;953927902;2016-02-20;2399;230104
93042;38239;3918702;2016-02-06;585;116311
93055;NA;241186302;2016-05-12;17736;36700
93055;NA;263687369;2016-05-12;17839;8039
93055;NA;519363270;2016-05-15;17839;8039
93055;NA;607011046;2016-05-16;17839;8039
93055;NA;241186302;2016-05-12;17736;43236
93055;NA;241186302;2016-05-12;17736;3817
93055;NA;263687369;2016-05-12;17839;35250
93055;NA;519363270;2016-05-15;17839;35250
93055;NA;607011046;2016-05-16;17839;35250
93055;NA;241186302;2016-05-12;17736;5643
93055;NA;263687369;2016-05-12;17839;176006
93055;NA;519363270;2016-05-15;17839;176006
93055;NA;607011046;2016-05-16;17839;176006
93083;NA;138045409;2016-04-12;10848;78978
93084;NA;2089690;2016-05-07;16513;134137
93084;NA;2089690;2016-05-07;16513;298012
93084;NA;2089690;2016-05-07;16513;171277
93105;38257;1171956;2016-04-05;9057;7393
93107;38259;693412;2016-03-15;5147;14179
93159;NA;3547517;2016-04-25;13817;459781
93212;38305;2809457;2016-02-16;1961;2532
93212;38305;2809457;2016-02-16;1961;147950
93223;38310;683990834;2016-03-28;7519;25287
93223;38310;683611829;2016-03-28;7353;25287
93242;NA;1443773;2016-04-18;12659;387700
93292;NA;4555863;2016-05-26;21071;13889
93393;NA;12336295;2016-05-12;17649;39817
93434;NA;526948;2016-03-17;5635;66753
93491;38418;1956451;2016-05-12;17651;32394
93491;38418;1956451;2016-05-12;17651;374770
93500;NA;3150072243;2016-06-05;22671;17458
93500;NA;1419188609;2016-05-16;18760;17458
93513;NA;3039175;2016-05-26;21041;203325
93542;38434;37633060;2016-04-12;11039;66520
93542;38434;64987218;2016-04-13;11039;66520
93542;38434;2559504;2016-04-12;10844;66520
93546;38435;4319279;2016-04-27;14328;171641
93651;NA;372285;2016-05-03;15679;63998
93721;38501;895838;2016-05-18;19232;20306
93731;NA;745138;2016-05-11;17435;33256
93734;NA;545844;2016-05-09;16871;27103
93734;NA;1750917614;2016-05-29;16871;27103
93734;NA;1307460321;2016-05-24;16871;27103
93736;NA;3252969;2016-04-01;8318;731
93736;NA;1387941;2016-04-01;8312;5236
93792;34964;8274604977;2016-04-16;12011;107550
93948;NA;365529;2016-04-27;14264;380247
93958;NA;1638243;2016-04-01;8256;83066
94061;NA;443669;2016-04-16;12053;12
94123;NA;4083302875;2016-06-07;22690;123314
94161;119741;961029;2016-02-12;1565;43491
94161;NA;10471251149;2016-06-12;22741;377632
94204;58978;8179035;2016-04-13;11333;79103
94263;NA;180670380;2016-03-24;6769;132792
94302;38720;1728991;2016-04-27;14291;378934
94302;38720;1728991;2016-04-27;14291;377206
94322;NA;1320360521;2016-04-15;11782;53604
94369;38743;365052;2016-02-08;874;180183
94405;NA;5206221;2016-03-20;5964;10276
94480;NA;1308221560;2016-04-16;12027;140244
94485;NA;3551955;2016-04-11;10718;8825
94552;38810;290207;2016-05-17;18953;10156
94617;38837;388539;2016-02-11;1380;17075
94650;38850;19266431;2016-02-26;2986;39053
94687;NA;2533902;2016-05-25;20711;170
94687;NA;1488632977;2016-06-11;20711;170
94720;38876;1420618;2016-02-25;2870;14448
94791;NA;663275;2016-05-16;18675;9693
94812;NA;12248423;2016-05-04;15861;126881
94820;38918;1147152;2016-02-27;3075;2231
94823;NA;7038669;2016-03-22;6474;4523
94899;38953;5270746;2016-02-09;1097;34219
94901;38954;167381;2016-03-16;5360;72562
94940;NA;759553;2016-04-02;8539;66070
94945;NA;1754898;2016-05-16;18823;376301
94946;NA;15391584;2016-05-16;18836;203127
94948;38973;5503384;2016-02-10;1325;57991
94990;38990;403506;2016-03-14;4868;90934
94990;38990;403506;2016-03-14;4868;52744
95031;39011;515287;2016-02-26;2969;36518
95110;NA;993019;2016-03-23;6633;22880
95110;NA;993019;2016-03-23;6633;34077
95209;NA;2847725;2016-05-13;18021;379020
95222;39074;525604;2016-02-28;3238;30340
95227;114402;403510521;2016-02-29;3327;167052
95316;39112;6562375;2016-04-28;14637;12906
95327;NA;3719832;2016-04-18;12453;11559
95408;NA;7889609;2016-04-25;13841;377210
95417;NA;3693618;2016-05-26;21113;2090
95417;NA;3693618;2016-05-26;21113;51579
95454;NA;2437527;2016-03-25;7053;47296
95483;NA;1626903;2016-03-24;6744;199686
95514;39176;22858152;2016-05-04;15813;378239
95514;39176;656506423;2016-05-11;17556;378239
95568;NA;1624807;2016-04-15;11883;30329
95568;NA;1624807;2016-04-15;11883;171405
95602;39213;398344174;2016-05-26;20930;375426
95609;NA;2348759;2016-03-26;7278;11718
95609;93333;4586270;2016-03-27;7284;11718
95609;93333;3542358;2016-03-27;7281;11718
95609;NA;2348759;2016-03-26;7278;12963
95609;93333;3542358;2016-03-27;7281;12963
95609;93333;4586270;2016-03-27;7284;35734
95609;NA;2348759;2016-03-26;7278;13949
95609;93333;4586270;2016-03-27;7284;13949
95609;93333;3542358;2016-03-27;7281;13949
95609;NA;2348759;2016-03-26;7278;129033
95609;93333;4586270;2016-03-27;7284;129033
95609;93333;3542358;2016-03-27;7281;129033
95650;NA;2305638;2016-05-06;16236;144912
95650;NA;65803328;2016-05-06;16431;400216
95676;NA;2048559;2016-04-29;14929;10747
95710;51293;1197381;2016-02-29;3282;180456
95710;51293;637854256;2016-03-07;4059;264629
95710;51293;637854256;2016-03-07;4059;50097
95710;51293;637854256;2016-03-07;4059;212212
95710;51293;637854256;2016-03-07;4059;153113
95710;51293;637854256;2016-03-07;4059;131965
95710;51293;637854256;2016-03-07;4059;161368
95710;51293;637854256;2016-03-07;4059;196559
95710;51293;637854256;2016-03-07;4059;309551
95742;39267;1287561;2016-03-06;3970;6240
95742;39267;1287561;2016-03-06;3970;128682
95760;39276;341042167;2016-03-12;4283;54172
95760;39276;140198171;2016-03-10;4283;54172
95760;39276;341042167;2016-03-12;4283;66753
95760;39276;140198171;2016-03-10;4283;66753
95773;NA;494044;2016-04-25;13934;176017
95803;39299;1199068;2016-03-23;6587;66127
95803;39299;1199068;2016-03-23;6587;11842
95820;NA;6745491;2016-05-17;19050;36465
95823;39307;2021942;2016-06-01;22383;133953
95823;39307;2021942;2016-06-01;22383;8931
95883;NA;1520465;2016-04-25;13670;384501
95893;NA;896259;2016-05-16;18601;8028
95904;39344;1060166;2016-03-15;5250;3093
95945;NA;20321034;2016-04-13;11249;58721
95982;NA;512891;2016-04-16;12036;11037
95982;NA;223951;2016-04-16;12032;11037
96068;NA;2621538;2016-04-18;12373;695
96105;NA;3523447;2016-03-26;7147;29153
96114;NA;881304;2016-04-20;13107;205010
96156;NA;388622;2016-05-07;16479;6249
96159;NA;6717989;2016-04-19;12942;380079
96179;NA;568736;2016-05-06;16352;147134
96182;39461;1915098;2016-02-25;2866;197894
96240;39483;1740255;2016-03-25;6964;43270
96240;39483;1740255;2016-03-25;6964;8075
96347;NA;512571;2016-05-23;20062;381606
96370;NA;2060059;2016-05-09;16941;14776
96385;38115;358796039;2016-05-05;16143;90774
96400;NA;11579024;2016-03-23;6737;34315
96444;NA;3636321224;2016-04-28;14671;116716
96459;62643;461997;2016-05-05;16109;34669
96473;NA;3529791;2016-05-22;19784;138547
96473;NA;7358624;2016-05-22;19791;9322
96579;39609;580082;2016-05-28;21392;31740
96599;NA;968817;2016-04-25;13829;23016
96713;NA;10964196;2016-05-16;18721;375107
96783;34359;2788948;2016-05-23;20228;257714
96783;34359;2788948;2016-05-23;20228;17731
96783;34359;2788948;2016-05-23;20228;118944
96783;34359;2788948;2016-05-23;20228;54336
96789;NA;1029913;2016-05-04;15943;144733
96789;NA;1029913;2016-05-04;15943;833
96855;NA;1288835814;2016-04-02;8526;32549
96855;NA;1288835814;2016-04-02;8526;136227
96905;NA;3688230;2016-05-12;17687;135559
96907;NA;1627092;2016-04-16;12099;348
96920;17883;7289161;2016-03-30;7920;16070
96920;17883;7289161;2016-03-30;7920;135463
96936;NA;3255507;2016-05-04;15959;16016
96936;NA;3255507;2016-05-04;15959;61761
96972;NA;167346212;2016-03-17;5577;9820
96972;NA;167346212;2016-03-17;5577;9992
96972;NA;167346212;2016-03-17;5577;17314
96989;NA;3749825;2016-04-25;13834;107792
96989;NA;3749825;2016-04-25;13834;50245
97005;39764;2088923;2016-03-05;3911;7225
97008;39766;1474096;2016-02-27;3077;10825
97012;NA;1160467;2016-05-12;17782;8925
97017;NA;14422895;2016-03-21;6135;10296
97055;18088;5890011;2016-05-26;21085;133440
97055;18088;5890011;2016-05-26;21085;434746
97086;90518;1234963;2016-02-27;3111;9587
97088;39799;2365659;2016-02-15;1925;52100
97115;NA;3373681;2016-05-30;21883;33373
97156;39826;4755079;2016-03-13;4719;2619
97156;39826;5355038;2016-03-13;4724;2619
97162;39830;31403482;2016-02-19;2306;3299
97162;39830;46119984;2016-02-19;2333;13931
97197;NA;1195829;2016-04-24;13622;4732
97197;NA;1195829;2016-04-24;13622;6731
97249;NA;30609712;2016-04-14;11661;15389
97249;NA;30609712;2016-04-14;11661;30808
97259;NA;956089;2016-04-27;14463;421
97259;NA;956089;2016-04-27;14463;172190
97259;NA;956089;2016-04-27;14463;126673
97272;51541;5325183;2016-02-27;3154;59605
97272;51541;5325183;2016-02-27;3154;149321
97288;244135;1831492;2016-05-06;16402;89688
97288;244135;1831492;2016-05-06;16402;103462
97320;17780;1106682;2016-04-17;12362;59063
97320;17780;1106682;2016-04-17;12362;39407
97320;17780;1106682;2016-04-17;12362;43200
97326;NA;1195050;2016-04-03;8639;89673
97398;NA;1690682;2016-05-15;18552;390180
97413;NA;1698223;2016-05-22;19899;6913
97427;212368;1737966085;2016-04-02;8507;407564
97443;39941;287320073;2016-02-10;1296;18289
97443;39941;283184522;2016-02-10;1279;198893
97485;NA;910061;2016-05-17;18977;68914
97488;86652;1295863112;2016-05-12;17583;6808
97496;NA;503555;2016-04-21;13330;40126
97518;NA;3915213;2016-05-15;18369;64897
97526;NA;74092843;2016-05-17;19012;14521
97529;17685;1540061;2016-03-20;5922;70729
97553;NA;561440;2016-05-22;19829;12726
97636;NA;14231192;2016-05-14;18222;26513
97636;NA;14231192;2016-05-14;18222;289900
97666;NA;8460386;2016-05-23;20028;42271
97673;8844;13054320;2016-02-09;1058;79718
97682;40019;251340;2016-03-16;5464;11770
97699;NA;507917;2016-05-31;22253;72779
97699;NA;507917;2016-05-31;22253;21975
97809;NA;230679;2016-04-29;14857;19151
97820;40075;8168132;2016-03-11;4455;103883
97855;NA;362399168;2016-03-29;7775;39102
97855;NA;362399168;2016-03-29;7775;4412
97906;NA;1436077;2016-05-10;17256;67955
97928;NA;115039658;2016-05-14;18315;45534
97928;NA;115039658;2016-05-14;18315;93765
97928;NA;115039658;2016-05-14;18315;16061
97960;40123;3327947;2016-02-06;647;81007
97982;NA;132140697;2016-04-14;11430;6439
98001;17995;27996506;2016-05-09;16950;136829
98001;17995;27996506;2016-05-09;16950;113228
98022;NA;3148927;2016-04-11;10585;68728
98034;164027;933802230;2016-03-31;8123;31295
98034;164027;933802230;2016-03-31;8123;82840
98034;164027;933802230;2016-03-31;8123;35592
98083;NA;1238466;2016-03-21;6075;128447
98083;NA;1238466;2016-03-21;6075;171221
98083;NA;1238466;2016-03-21;6075;160753
98087;27075;2603775;2016-05-15;18367;82378
98087;27075;2603775;2016-05-15;18367;10944
98107;NA;719138;2016-05-26;21035;34573
98146;NA;5443751290;2016-04-05;9261;199309
98220;40226;7814780;2016-02-08;836;5415
98299;40258;1756788;2016-02-16;1984;415963
98299;40258;1756788;2016-02-16;1984;13101
98311;40262;719182;2016-04-18;12538;136369
98316;40264;1174662;2016-02-05;488;32083
98316;40264;1174662;2016-02-05;488;88855
98339;NA;4496287;2016-04-12;10810;49716
98339;NA;4496287;2016-04-12;10810;128282
98339;NA;4496287;2016-04-12;10810;394770
98371;NA;4671970;2016-03-24;6755;60484
98371;NA;4671970;2016-03-24;6755;6920
98447;NA;2665435;2016-05-15;18478;391547
98588;NA;4418472173;2016-05-25;20725;59890
